,user_id,score,date,store,review_title,review_contents
0,rlrt****,5,21.01.16.,애플 공식 브랜드스토어,화이트 사고 싶어서 품절 풀릴때 까지 하루에 한번씩 들어와서 확인했어요!!! 저는 5-6시 사이 오후시간대에 구매했습니다 여기서 구매한게 가장 합리적이고 만족스러워요 네이버페이 포,화이트 사고 싶어서 품절 풀릴때 까지 하루에 한번씩 들어와서 확인했어요!!! 저는 5-6시 사이 오후시간대에 구매했습니다 여기서 구매한게 가장 합리적이고 만족스러워요 네이버페이 포인트가 이곳 저곳 유용하게 쓰이는데 포인트 많이 쌓이는게 제일 좋았어요bb배송도 하루만에 와서 빨리 받아 볼 수 있었어요!! 뽁뽁이로 싸져서 안전하게 배송됐어요 빠른배송 최고에요그리고 네이버 정식 애플사이트여서 믿고 구매했습니다!! 배송 오자마자 유투브 보면서 불량 확인 했는데 다행히 양품인것 같구요!!볼ㄸㅐ마다ㅠ영롱하고 너무 예뻐요 보고만있어도 흐뭇합니다 오래기다리다 구매해서 그런지 애틋하고 그러네요 ㅠㅠㅠxs쓰다가 넘어왔는데 가장 큰 차이점과 만족감은 일단 유투브 같은 영상의 화질이 너무 좋구요 그리고 무게도 너무 가벼워서 이전폰은 어떻게 썼나 싶네요!! 구매할때 강화필름 케이스 페키지가 품절이여서 같이 구매못한게 슬펐지만 예쁜 아이폰을 합리적이게 구매했다는 점에서 가장 만족스러워요!! 너~~~무 예쁩니다 꼭 사세요 두번 사세요 ㅠㅠㅠ
1,ngtv****,5,21.04.19.,애플 공식 브랜드스토어,포인트 받는거 까지 생각 하면 가격 괜찮게 구매 한것 같아요 배송도 다음날 바로 와서 걱정 없었고요  씨타입 케이블이라 충전기는 그전에 사용하던 케이블충전기를 계속 사용해야겠어요 ,포인트 받는거 까지 생각 하면 가격 괜찮게 구매 한것 같아요 배송도 다음날 바로 와서 걱정 없었고요  씨타입 케이블이라 충전기는 그전에 사용하던 케이블충전기를 계속 사용해야겠어요 ㅠ 이건 미리 알고 있던거라 ~~~ 그리고 생각보다 무겁지 않아요 디자인도 이쁘고 그립감도 좋어요화이트로 하길 잘한것 같아요 12프로랑 고민 했는데 12도 나쁘지 않는것 같습니다
2,star****,5,21.01.06.,애플 공식 브랜드스토어,아이폰6를 사용하다. 19년초 맛챙이라 가서. 갤럭시 처음 써보고.생각 보다갤럭시가 괜찮있다가. 에스케이는. 쓰레기장은 내구성에 질렸습니다. 몇번떨궜더니 액정이나감. 이전. 아이폰,"아이폰6를 사용하다. 19년초 맛챙이라 가서. 갤럭시 처음 써보고.생각 보다갤럭시가 괜찮있다가. 에스케이는. 쓰레기장은 내구성에 질렸습니다. 몇번떨궜더니 액정이나감. 이전. 아이폰4,6. 아무리떨궈도. 액정 나간적ㅇ없었는데. 마침 12 가 새로나왔다길래. 검정 흰색 사죄하고. 빨강 민트 파란 중 고민이많았습니다. 생각보다. 그린이. 남자랑. 잘맞네요. 여성. 여성하진않아요가격이너무비싸성망설여지고. 원래 핸드폰 욕심도없긴한데. 큰맘먹고 큰지출로 6년이상은버텨보갰습니다. 화면은 커졌는데 오타는 작렬하네요그간 아이폰이 너무 많이바껴. 많이어렵네요. 노인네인줄. 이쁜데 비싼데 찾게되는 이상한 핸드폰. 잘쓸게요"
3,wogu****,5,21.01.23.,애플 공식 브랜드스토어,배송 출고는 빨랐으나 배송되는 과정에서 택배사 문제로 조금 지연이 되어서 아쉬웠네요. 긱 불량없이 깨끗하고 안전하게 배송되어서 좋아요!여지껏 갤럭시만 쓰다가 처음 아이폰으로 바꿔보,배송 출고는 빨랐으나 배송되는 과정에서 택배사 문제로 조금 지연이 되어서 아쉬웠네요. 긱 불량없이 깨끗하고 안전하게 배송되어서 좋아요!여지껏 갤럭시만 쓰다가 처음 아이폰으로 바꿔보았는데 포인트도 8만포인트나 챙겨주시고 가격도 정가에 구하기가 진짜힘들었는데.. 저도 여기서 몇날몇일 입고시간마다 새로고침 체크하던중 화이트를 노력끝에 득템하였습니다.2주정도 된 지금 아주 잘쓰고있구요! 다음 아이폰도 여기서 사야겠어요~~!
4,gpfl****,4,20.12.22.,애플 공식 브랜드스토어,금욜늦은저녁에 주문해서 오늘(화요일)에 받았어요! 정말 이 화이트를 주문하기까지 얼마나 노력했는지...ㅠㅠ 거의 핸드폰 켤때마다 화이트 재고있나 네이버페이들어가서 확인했답니다. 그,금욜늦은저녁에 주문해서 오늘(화요일)에 받았어요! 정말 이 화이트를 주문하기까지 얼마나 노력했는지...ㅠㅠ 거의 핸드폰 켤때마다 화이트 재고있나 네이버페이들어가서 확인했답니다. 그런데 금욜에 퇴근하고 밥먹기전 들어갔는데 똭!!! 있어서 얼마나 두근두근 떨리던지 그리고 바로 네이버결제했지요! 근데 양품아닌게 올까봐 주문하고 나서 걱정이 조금 되었어요 하지만 아직은 잘 모르겠지만 무사히 잘 온것같어요. 6쓰다가 넘어가서 그런지 모르겠지만 조금은 두꺼운 감이 없잖아있었는데 그래도 프로보다 가볍고 디자인이 너무 예뻐요! 그리고 미니보다는 베터리 용량이 커서 주문하게 되었어요화이트 짱짱! 이제 받은 포인트로 케이스랑 사려고요ㅎㅎ 오래오래 같이 함께하자!
5,dogt****,5,21.03.13.,애플 공식 브랜드스토어,아이폰으로 바꾼 후 한 달 사용했어요. 화이트 색상은 처음인데 깔끔한 디자인이라서 질리지 않고 오래 사용할 수 있을 것 같아요. 제일 만족스러운 것은 카메라에요. 어두운 곳에서 찍,"아이폰으로 바꾼 후 한 달 사용했어요. 화이트 색상은 처음인데 깔끔한 디자인이라서 질리지 않고 오래 사용할 수 있을 것 같아요. 제일 만족스러운 것은 카메라에요. 어두운 곳에서 찍어도 분위기에 맞게 잘 나와요. 간단한 사진보정이나 트리밍도 좋구요, 폰의 무게도 가벼운 편이라서 들고 다니기 좋아요."
6,nara****,5,20.11.07.,애플 공식 브랜드스토어,일단 배송이 엄청 빨랐어요.  재고 기다리다가 6일 날 떠서 바로 결제했는데 하루만에 (7일)에 바로 왔어요. 포장도 튼튼하게 되어있더라고요. 핸드폰이랑 다른 유심이 같이 왔는데 ,일단 배송이 엄청 빨랐어요.  재고 기다리다가 6일 날 떠서 바로 결제했는데 하루만에 (7일)에 바로 왔어요. 포장도 튼튼하게 되어있더라고요. 핸드폰이랑 다른 유심이 같이 왔는데 이 유심은 어떻게 사용하는지는 잘 모르겠는데 기존에 사용하던 유심 사용하려구요~ 그리고 네이버 공식 판매처에서 구매하는 게 네이버 적립금 등 많은 할인을 받을 수 있어서 다른 곳에서 구매하는 것보다 많이 저렴해서 좋네요ㅎㅎ아이폰12 그린 색상은 사진보단 더 밝고 더 예뻐요. 조명마다 색깔이 다르게 보인답니다! 블랙을 사용했었는데 블랙은 먼지가 너무 잘 보이더라고요. 그런거에 예민하신 분들은 밝은 색상 구입하세요. 그린 완전 추천합니당 *꿀팁*품절이라고 되어 있어도 가끔가끔 재고 풀리니까 수시로 확인하시고 원하시는 색상 구매하세요! ♥
7,wjun****,5,21.01.06.,애플 공식 브랜드스토어,처음으로 자급제 폰을 구매하기 위해 검색하다 공식몰에서 1월 4일 아이폰12 화이트 재고 확인후 바로 구매했습니다. 배송은 좀 늦게 수요일 오후에 CJ택배로 수령했습니다. 네이버 ,처음으로 자급제 폰을 구매하기 위해 검색하다 공식몰에서 1월 4일 아이폰12 화이트 재고 확인후 바로 구매했습니다. 배송은 좀 늦게 수요일 오후에 CJ택배로 수령했습니다. 네이버 공식스토어에서 구매해서 네이버페이 포인트도 챙겨서 인지 조금이라도 더 저렴하게 구매하는 기분이 드네요. 남자는 블랙이라고 해서 4년 동안 아이폰은 블랙만 사용하다 이번에 XR에서 자급제로 갈아타면서 화이트를 오랜만에 구매 했습니다. 아이폰은 더 좋냐 나쁘냐로 판단하기 보단 그냥 아이폰의 감성 그거 하나 때문에 사용하는 폰이죠. 조금이라도 저렴하게 기기변경하려면 자급제폰을 최저가로 구입해서 체인지 하는게 가장 저렴한 방법 같습니다.
8,lant****,5,21.01.10.,애플 공식 브랜드스토어,배송/포장상태: ★★★★★ (매우 만족)사실 아이폰처럼 100만원이 넘어가는 고가의 제품들을 오프라인보다 인터넷에서 주문하는데 있어 가장 걱정되는건 아무래도 '배송'이라고 저는 생,"배송/포장상태: ★★★★★ (매우 만족)사실 아이폰처럼 100만원이 넘어가는 고가의 제품들을 오프라인보다 인터넷에서 주문하는데 있어 가장 걱정되는건 아무래도 '배송'이라고 저는 생각했습니다. 그래서 정말 핸드폰이 오기 전까지 걱정을 정말 많이 했는데 그럴필요 전혀없었습니다. 배송된 박스를 열면 아이폰이 사진과 같이 포장되어있습니다. ""뽁뽁이로 3겹이상정도 +박스에 파손주의 테이프""가 감겨있습니다. 그래서 박스파손이 없는 것 같아 택배사측에서도 꽤 신경을 써주신 것 같은 느낌이 들었습니다. 혹여라도 파손될까봐 주문을 주저하신다면 주저없이! 주문하셔도 좋을 것 같습니다ㅎㅎ제품 만족도: ★★★★★ (매우 만족) - 노치가 아쉽긴하지만 나머지 부분에서 완벽에 가까운 제품이었다.아이폰12가 처음 나왔을 떄, 혁신이 없다고 했지만 며칠전에는 '갤럭시의 판매량을 추월했다'는 이야기, '1초에 10대씩 팔렸다' 라는 기사를 접했던 기억이 납니다. 지금까지 계속 갤럭시만을 써왔고 현재 갤럭시 노트10 제품을 사용 중이던 저로써는 도대체 왜 사과에 사람들이 열광하는 걸까? 라는 의문만 들었습니다. 하지만 이번 아이폰 12 정말 대단합니다. 디자인 부분에서는 아이폰의 둥글둥글한 카메라와 제품의 틀 그리고  깻잎통조림의 디테일들이 상당히 매력적으로 다가왔습니다. 그리고 아이폰의 진동은 처음 느껴봤는데 이건 겔럭시에 비해 확실히 한 수 위라고 느껴졌습니다. 비록 펀치홀의 제품(노트10)을 사용하다가 노치제품(아이폰12)을 보니 좀 거슬리긴 했으나 그걸 제외하면 무게, 디자인, ios 특유의 부드러움, 카메라 모두 만족스러운 구매였다고 저는 생각합니다!"
9,m*n*****,5,21.05.07.,하이마트쇼핑몰,배송 받아보니 박스 양옆 테이프,"배송 받아보니 박스 양옆 테이프가 사진처럼 다 찢겨서 왔고 그 사이가 붕 떠있으면서 박스 안쪽 날개 다 구겨져있는거보니 누가봐도 팔을 집어넣어서 헤집은거 같은데 택배가 도착하자마자 갖고 들어온거기때문에 건물에서 일어난 일은 아니고 출고던 물류던 제품이 이동하는 과정에서 누군가 강제로 뜯은것으로 보입니다.패키징을 하고나서 검수할 일은 없을텐데 왜 테이프를 뜯어서 손을 집어넣었을까요? 옆에 유심들어있는 똑같은 박스는 멀쩡한데 핸드폰이 들어있는 박스만 그렇네요.다행히 제품은 이상없지만 테이프 뜯어져서 받아보긴 처음이라 제품 자체는 만족, 택배는 불만족입니다."
10,yeon****,5,21.01.09.,애플 공식 브랜드스토어,1월 6일 저녁에 재고 풀렸길래 주문하고1월 7일 오전 발송 1월 8일 오후 3시에 받았습니다^_^배송 엄청 빨라서 좋았어요!타사이트에서 자급제로 구매했을 때 코스메틱 이슈가 있었,1월 6일 저녁에 재고 풀렸길래 주문하고1월 7일 오전 발송 1월 8일 오후 3시에 받았습니다^_^배송 엄청 빨라서 좋았어요!타사이트에서 자급제로 구매했을 때 코스메틱 이슈가 있었던지라 약간 걱정했는데 좋은 제품 잘 받았습니다!양품 테스트도 해보고 이것저것 다 둘러보고 확인해봐도 괜찮은 것 같아요!스크래치도 일절 없고 찍힘같은 문제도 없었습니다~네페 포인트도 받고 짱짱~!잘 쓸게요!
11,c*a*****,5,21.06.10.,하이마트쇼핑몰,계속 아이폰 쓰다가 2년 갤럭시 쓰,계속 아이폰 쓰다가 2년 갤럭시 쓰다 돌아와보니커스터마이즈된 갤럭시보다 불편한 점이 많지만역시 손이 기억하네요... ㅋ 뽑기를 잘못한 건지 속도는 그다지 빠른지 잘 모르겠구요... 뭐 그다시 새로울 것은 없어보입니다. 유심도 왔는데 공기계로 개통해볼까 하네요. 색은 기대한 색이 아니라 걍 그래요. 먼지도 엄청 잘 묻어요.
12,happ****,5,20.11.28.,애플 공식 브랜드스토어,주문하고 그 당일날 바로 배송해주셨어용 인기많아서 배송 느릴줄 알았는데 완전 총알배송 !~!~!~!~!~! 혹시 깨지면 어쩌지 라는 걱정했는데 그럴필요 없으실 꺼 같아요 ◡◡다들 ,"주문하고 그 당일날 바로 배송해주셨어용 인기많아서 배송 느릴줄 알았는데 완전 총알배송 !~!~!~!~!~! 혹시 깨지면 어쩌지 라는 걱정했는데 그럴필요 없으실 꺼 같아요 ◡◡다들 미리 케이스랑 필름 사두시는걸 추천함니다 !  배터리도 오래가고 너무 영롱하지 않나유 ,,,알뜰폰 요금제 쓰기위해서 공기계로 구해야겠다고 마음먹은 뒤 화이트 색상 찾을려고 첨에 쿠팡 새로고침 하다가 포기하고 스토어팜에서 팔길래 새로고침한번씩 하다가 드디어 주문했네요 흑흑 화이트 넘 예쁜거 같아요 진짜 ,, 영롱하지 않나요 ?!?!!?뒷면 볼때마다 감탄중입니다 ♡ 예쁘단 말 밖에할 말이 없슴니다 진짜 5년 쓸 생각중임니다 체고 ㅠㅠ몇일 사용해봤는데 문제 없어서 구매확정하고 리뷰씁니다!  다들 화이트 사세요 영롱함을 같이 느껴봅시다"
13,wldu****,5,20.11.27.,애플 공식 브랜드스토어,"아이폰12 화이트 너무너무 사고 싶어서 이곳저곳 알아본 결과, 재고도 정말 없고 할인혜택도 없어서 아쉬운 나날들을 보냈어요😭그러다 네이버공식애플스토어도 있는 것을 알게 됐는데 포","아이폰12 화이트 너무너무 사고 싶어서 이곳저곳 알아본 결과, 재고도 정말 없고 할인혜택도 없어서 아쉬운 나날들을 보냈어요😭그러다 네이버공식애플스토어도 있는 것을 알게 됐는데 포인트도 빵빵하고 네이버페이 관련 카드결제를 하면 적립혜택도 많길래 재고가 들어오기만을 손꼽아 기다렸답니다!! 매일매일 새로고침을 얼마나 한줄 모르겠어요ㅠㅠ 아직도 사기 힘든 컬러들이 있는데 팁✅을 드리자면 오전 10시 이후에 재고들이 풀리는 것 같아요!(정각 10시에 풀리는건 아니에요!)사고나면 바아로 칼배송해주셔서 다음날 받은 행운까지ㅠㅠ 정말 만족스런 구매입니다!! 모두 좋은 구매하세요!😄👍🏻👍🏻"
14,j900****,5,21.01.05.,애플 공식 브랜드스토어,"이전에 아이폰8플러스를 썼는데, 차이점은  빛이 훨씬 더 모아집니다! 아직은 완전히 야경의 빛을 완벽히 잡진 못하지만 언젠간 애플은 해낼거라믿어요 ㅎㅎ 아이폰8플러스와 화면을 비교","이전에 아이폰8플러스를 썼는데, 차이점은  빛이 훨씬 더 모아집니다! 아직은 완전히 야경의 빛을 완벽히 잡진 못하지만 언젠간 애플은 해낼거라믿어요 ㅎㅎ 아이폰8플러스와 화면을 비교했을때 처음엔 아이폰12 화면이 너무 누래서 깜짝 놀랐어요. 근데 알고보니 설정에서 차가운톤으로 조절하니 아이폰만의 하얗고 시원한 색감이 돌아왔어요! 최대 단점을 말한다면 아이폰8플러스를 썼던 유저로써 지문버튼이 없어져서 굉장히 불편하더라구요... 이젠 익숙해졌지만 ㅠㅠㅠ ㅎㅎ 얼굴인식은  마스크로 인해 힘들고... 마스크 벗었을땐 인식잘되요! 암튼 후기가 길었지만 아이폰은 언제나 옳습니다 ㅎㅎ !! 다음 버전은 더 편리하고 신박하길!"
15,youn****,5,21.01.16.,애플 공식 브랜드스토어,"7+에서 12로 넘어왔는데 크.. 광명 찾았습니다^^,, 진작 바꿀 걸이라는 생각만 100번 했네요 !! 화이트가 유독 재고가 없길래 후기 정독하고 들어오는 시간에 맞춰서 매일 새","7+에서 12로 넘어왔는데 크.. 광명 찾았습니다^^,, 진작 바꿀 걸이라는 생각만 100번 했네요 !! 화이트가 유독 재고가 없길래 후기 정독하고 들어오는 시간에 맞춰서 매일 새로고침 했어요ㅋㅋㅋ 기다린 만큼 보람 있는 영롱한 화이트ㅜㅜ.. 블랙만 쓰다 처음으로 화이트로 넘어왔는데 백퍼센트 만족이에여 ~~ 배송도 이틀만에 오고, 취급 주의 붙여서 안전하게 잘 도착했습니다. 그리고 유튭 보면서 불량 테스트도 했는데 양품으로 뽑았네요!!! 뽑기 운이 좋은건지.. 여튼 ㅎㅎ 잘 쓰고 있습니다. 색상 고민을 하고 있다면 다들 무적건 화이트 하세여 !"
16,ssam****,5,21.02.15.,애플 공식 브랜드스토어,백만원 넘는 전자제품을 여기서 구매한 건 처음이라 두근반 세근반으로 기다렸는데 완전 빠르고 안전한 배송이었어요. 화이트 색상을 기다렸던터라 화이트 뜬 거 보고 바로 구매.! 네이버,백만원 넘는 전자제품을 여기서 구매한 건 처음이라 두근반 세근반으로 기다렸는데 완전 빠르고 안전한 배송이었어요. 화이트 색상을 기다렸던터라 화이트 뜬 거 보고 바로 구매.! 네이버페이로 할 경우 적립도 많이 되서 정말 기쁘게 구매했습니다. 나중에 아이폰 바꿀때도 여기서 구매하려구요. 고맙습니다. 새해 복 많이 받으세요 *^^*
17,chla****,4,21.01.23.,애플 공식 브랜드스토어,아이폰 12로 살까 미니로 살까 계속 고민하느라고 아이폰 12 화이트 재고가 금방 품절되서 고민을 그만하고 12사자 할때마다 화이트가 계속 품절되더라구여 ㅠㅠ 그래서 3일동안 10,아이폰 12로 살까 미니로 살까 계속 고민하느라고 아이폰 12 화이트 재고가 금방 품절되서 고민을 그만하고 12사자 할때마다 화이트가 계속 품절되더라구여 ㅠㅠ 그래서 3일동안 10~11시 정도에 계속 새로고침하다가 10시 30분 정도에 화이트 재고가 풀려서 바로 샀습니다 ㅠㅠ 너무 귀하게 구한 기분이라 더더욱 폰을 기다렸습니다!그런데 너무너무 아쉬웠던 것은 다른 분들은 배송 1일 정도 걸리셨다는데 저는 3일만에 왔어요 ㅠㅠ 휴대폰을 잃어버려서 새 휴대폰이 빨리 필요했는데 그리고 3일 기다리는게 유독 힘들더라구요 아이폰이어서 그랬나봐요 ㅋㅋ그렇게 기다려서 불량 오거나 그럴까봐 걱정했는데 다행히 양품을 잘 왔습니다! 일주일 정도 사용중인데 이전 폰이 작았던 거여서 크기랑 무게가 처음엔 적응이 안되었는데 금방 적응해서 너무나 잘 사용하고 있습니다! 너무 마음에 들어요여러분 무조건 화!이!트! 사세요!!재고는 기다리시면 화이트 풀리는거같아요!!
18,pyjo****,5,21.02.04.,애플 공식 브랜드스토어,"색도 이쁘고 가벼워서 좋아요!포장도 꼼꼼히 되어있는 편이고, 같이 구매한 투명케이스도 딱 맞아서 좋았어요.옆 테두리는 은색?같은 무광이고 뒷면은 유광으로 되어있어요!사전예약을 한게","색도 이쁘고 가벼워서 좋아요!포장도 꼼꼼히 되어있는 편이고, 같이 구매한 투명케이스도 딱 맞아서 좋았어요.옆 테두리는 은색?같은 무광이고 뒷면은 유광으로 되어있어요!사전예약을 한게 아니라 정가로 샀지만 만족해요😂👍🏼👍🏼"
19,alfk****,5,21.02.28.,애플 공식 브랜드스토어,아이폰 12와 프로 중 고민하다가 무게때문에 12로 결정하고 화이트있어서 바로 구매했어요. 네이버 포인트도 받고 너무 좋아요. 오픈하면 바로 보이는 뒷면 너무 예뻐요.  약간 빛샘,아이폰 12와 프로 중 고민하다가 무게때문에 12로 결정하고 화이트있어서 바로 구매했어요. 네이버 포인트도 받고 너무 좋아요. 오픈하면 바로 보이는 뒷면 너무 예뻐요.  약간 빛샘이 있는 듯하지만 다른 이상은 없어서 만족하고 있어요.
20,hyun****,5,20.12.26.,애플 공식 브랜드스토어,아이폰 6+를 엄청 오랫동안 사용하다가 더이상 ios 업데이트가 안돼서 ㅜ 바꾸게 되었어요. 5G대신 lte 자급제 쓰고 싶어서 알아보던 중 네이버 스토어가 혜택이 많아 구입했습니,아이폰 6+를 엄청 오랫동안 사용하다가 더이상 ios 업데이트가 안돼서 ㅜ 바꾸게 되었어요. 5G대신 lte 자급제 쓰고 싶어서 알아보던 중 네이버 스토어가 혜택이 많아 구입했습니다. 배송도 빠르고 꼼꼼하게 보내주시네요. 마이그레이션 기능으로 영혼까지 복제해줘서 엄청 편하게 이용하고 있습니다. 단점은 새폰 같지 않은 익숙함? ㅎㅎ 아이폰 뒷면 세번 터치하면 스샷 찍게 설정해놓고 주변에 엄청 자랑하고 있습니다. 잘 쓸게요 ^^
21,char****,5,21.05.09.,애플 공식 브랜드스토어,쌈무그린 제 생각보다 실물이 훨씬 예뻐요. 질리지않을 은은한 그린색상이에요. 아이폰7을 5년동안 쓰다가 신문물(?) 접하니 적응하는데 살짝 시간이 필요해요. 화면은 제 생각보다 더,쌈무그린 제 생각보다 실물이 훨씬 예뻐요. 질리지않을 은은한 그린색상이에요. 아이폰7을 5년동안 쓰다가 신문물(?) 접하니 적응하는데 살짝 시간이 필요해요. 화면은 제 생각보다 더 컸구요. 처음에 유심인식이 안돼서 당황스러웠는데 전원 한 번 껐다 키니까 잘 됐어요. 배송도 이틀도 안돼서 왔구 요새 택배가 비대면 배달이라 분실걱정이 됐었는데 택배박스에 아이폰11 이렇게 안 적어져있구 그냥 전자기기??전자제품?? 이렇게 되어있어서 안심이었답니다. 다행히 저는 하자 있는 제품은 아니었구요. 아주아주 잘 사용하고있습니다. 큰 맘 먹구 지른 제 예쁜 휴대폰 3년은 거뜬히 쓸 수 있겠어요. 자급제 최고에요!
22,prnc****,5,21.03.03.,애플 공식 브랜드스토어,구매 직후 후기 쓰는 기간을 놓쳐서 한달사용 후기가 되어 버렸네요. 기존에 6S를 4년 이상 사용하다가 이제는 정말 바꿔야 할 것 같아서 큰맘 먹고 구매했는데 만족하고 있어요. 처,구매 직후 후기 쓰는 기간을 놓쳐서 한달사용 후기가 되어 버렸네요. 기존에 6S를 4년 이상 사용하다가 이제는 정말 바꿔야 할 것 같아서 큰맘 먹고 구매했는데 만족하고 있어요. 처음에는 무게와 크기가 익숙하지 않았지만 시간이 지나서 익숙해지니 확실히 속도도 좋고 사진 퀄러티도 좋아요. 무엇보다 용량이 넉넉해서 너무 편해요.
23,mini****,5,21.01.31.,애플 공식 브랜드스토어,장고 끝에 다시 아이폰을 구매하게 됐는데 직전까지 쓰던 XS보다 조금 크고 가벼워서 만족스럽습니다. 화면이 조금 노랗긴 한데 트루톤 끄니 그렇게 거슬리진 않고 금방 적응돼요! 배송,장고 끝에 다시 아이폰을 구매하게 됐는데 직전까지 쓰던 XS보다 조금 크고 가벼워서 만족스럽습니다. 화면이 조금 노랗긴 한데 트루톤 끄니 그렇게 거슬리진 않고 금방 적응돼요! 배송도 일요일 밤에 주문했는데 화요일 오후에 도착해서 엄청 빨리 왔습니다 ㅎㅎ XS가 고장나서 급하게 주문한건데 이번엔 오래 잘 쓸 수 있었으면 좋겠어요!
24,wune****,5,20.11.08.,애플 공식 브랜드스토어,제품을 받고 하루정도 사용해보니 여윽시 애플이다 할 수 이께쓰요. 일단 디자인도 넘나리 예뻐서 대만족이었고요 성능도 훽훽 날아다니듯이 잘 넘어가서 너무 좋아요. 무엇보다도 사진이랑,제품을 받고 하루정도 사용해보니 여윽시 애플이다 할 수 이께쓰요. 일단 디자인도 넘나리 예뻐서 대만족이었고요 성능도 훽훽 날아다니듯이 잘 넘어가서 너무 좋아요. 무엇보다도 사진이랑 동영상 찍으니까 기존에 쓰던 갤럭시 구형모델이랑 비교가 안됨... 올해 들어서 돈 제일 잘쓴듯
25,z*r*****,5,21.03.24.,하이마트쇼핑몰,전자기기가 친환경 포장재에 오니,전자기기가 친환경 포장재에 오니 뭔가 기분이 남다르네요. 이틀만에 왔어요!! 근데 카드혜택은 월 결제될 때 할인되는건가요?결제는 15000원 쿠폰만 반영되더라구요. 아이폰12는 파란색만 할인해서 질렀어요.다들 이쁘데요. 알뜰폰이라 유심만 옮기니 바로 개통됐어요.
26,ksl0****,5,21.01.14.,애플 공식 브랜드스토어,너무영롱하니 예뻐요ㅠㅠ 배송은 월요일에 시켜서 오늘 오후에 와서 빠르다고 할순없겠지만 안전하게 잘 배송되어 좋습니다! 하지만 택배는 밖에 내놓아져있어서 빠르게 받아봐야될꺼같더라구요,너무영롱하니 예뻐요ㅠㅠ 배송은 월요일에 시켜서 오늘 오후에 와서 빠르다고 할순없겠지만 안전하게 잘 배송되어 좋습니다! 하지만 택배는 밖에 내놓아져있어서 빠르게 받아봐야될꺼같더라구요. 화이트 색상 받으려고 오전 10시에 대기타다가 언제 풀렸는지는 모르겠지만 제가 샀을땐 11시 정도였어요!! 저도 리뷰에서 시간대 잘참고했습니다☺️ 화이트 강추합니당
27,leed****,5,20.11.06.,애플 공식 브랜드스토어,128 블랙 재고 있는곳은 여기뿐이어서 구매했어요 쓰던 폰이 고장나서 최대한 빨리 받고싶었는데 배송 진짜 빨라서 만족합니다 폰도 결함 없는거 같구요 블랙 존예입니다 실물이 최고 근,"128 블랙 재고 있는곳은 여기뿐이어서 구매했어요 쓰던 폰이 고장나서 최대한 빨리 받고싶었는데 배송 진짜 빨라서 만족합니다 폰도 결함 없는거 같구요 블랙 존예입니다 실물이 최고 근데 싸구리 액정필름, 케이스 하나 정도는 넣어주길 바라는건 욕심인가요...."
28,lemo****,5,20.12.10.,애플 공식 브랜드스토어,"화이트를 사기위해 며칠 검색만하다가, 공식애플스토어에서 원하던 화이트 컬러를 구입할수 있어서 좋았어요.. 미니와 고민했는데, 잘한 선택인듯해요~ 할인대신 네이버 포인트를 많이 받을","화이트를 사기위해 며칠 검색만하다가, 공식애플스토어에서 원하던 화이트 컬러를 구입할수 있어서 좋았어요.. 미니와 고민했는데, 잘한 선택인듯해요~ 할인대신 네이버 포인트를 많이 받을수 있었고,, 배송도 빨랐어요~ 여러가지로 만족합니다"
29,jung****,5,20.12.18.,프리스비애플프리미엄리셀러,그동안 품절로 구매하고 싶어도 재고가 없었는데 프리스비에 유일하게 화이트 색상 재고 있어서 구매했습니다. 실물을 보니 더더욱 잘했다고 생각이 드네요! 친구들에게도 여기서 구매하라고,그동안 품절로 구매하고 싶어도 재고가 없었는데 프리스비에 유일하게 화이트 색상 재고 있어서 구매했습니다. 실물을 보니 더더욱 잘했다고 생각이 드네요! 친구들에게도 여기서 구매하라고 알리고 있는 중 입니다. 적립도 많이 되고 빠른 배송까지 너무 감사드립니다 모두 화이트 구매하세요~
30,qufw****,5,21.03.22.,애플 공식 브랜드스토어,아이폰12 128gb구매하려고 하니 품절이너무빨라서 찾아보다가 애플공식인데 네이버포인트로 저렴하게 구매할 수 있어서 더좋았어요🤍❤️ Q&A에 나온것처럼 오픈되는 시간 새로,아이폰12 128gb구매하려고 하니 품절이너무빨라서 찾아보다가 애플공식인데 네이버포인트로 저렴하게 구매할 수 있어서 더좋았어요🤍❤️ Q&A에 나온것처럼 오픈되는 시간 새로고침하여 구매성공했고 배송도빠르구 너무너무너무 만족합니단
31,damb****,5,20.12.10.,애플 공식 브랜드스토어,월요일에 주문하고 수요일에 제품 받았어요! 화이트 색상이 품절이여서 수시로 확인했는데 재고가 금방 다시 들어오더라고요 ( ¨̮ )  11과 12중에 고민했었는데 제품 열어서,월요일에 주문하고 수요일에 제품 받았어요! 화이트 색상이 품절이여서 수시로 확인했는데 재고가 금방 다시 들어오더라고요 ( ¨̮ )  11과 12중에 고민했었는데 제품 열어서 보자마자 12로 사길 잘했다는 생각이 들었어요 불량 현상들 체크 다 해봤는데 정상제품이라 다행이에요 지금 일주일 정도 사용해보니 이전에 8을 사용했었는데 무게도 신경쓰일정도로 많이 차이는 안나는 것 같아요(제가 느끼기에는)
